,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
22,adult,educational-num,22,37,55,8,1,19,-1,0.027027027027027025,0.027027027027027032,4.5,5.0,24,116,0.20689655172413793
23,adult,educational-num,23,40,59,7,1,8,-1,0.025,0.025,5.0,5.222222222222222,24,124,0.1935483870967742
24,adult,educational-num,24,35,60,8,1,12,-1,0.028571428571428577,0.02857142857142857,5.0,6.888888888888889,18,124,0.14516129032258066
25,adult,educational-num,25,43,62,8,1,9,-1,0.02325581395348837,0.023255813953488372,4.0,4.714285714285714,27,130,0.2076923076923077
26,adult,educational-num,26,38,61,7,1,9,-1,0.026315789473684216,0.02631578947368421,4.0,4.571428571428571,30,124,0.24193548387096775
27,adult,educational-num,27,37,61,6,1,11,-1,0.02702702702702702,0.02702702702702703,4.5,5.0,21,126,0.16666666666666666
28,adult,educational-num,28,44,65,8,1,10,-1,0.022727272727272728,0.02272727272727272,4.5,4.75,27,134,0.20149253731343283
29,adult,educational-num,29,34,62,5,1,2,-1,0.02941176470588236,0.029411764705882353,5.5,5.625,30,126,0.23809523809523808
30,adult,educational-num,30,43,61,11,1,17,-1,0.023255813953488372,0.02325581395348837,4.0,4.571428571428571,19,124,0.1532258064516129
31,adult,educational-num,31,39,63,7,1,3,-1,0.02564102564102564,0.025641025641025637,4.5,5.25,31,128,0.2421875
32,adult,educational-num,32,37,61,6,1,6,-1,0.027027027027027025,0.027027027027027025,5.0,5.777777777777778,18,132,0.13636363636363635
33,adult,educational-num,33,45,70,8,1,4,-1,0.022222222222222223,0.022222222222222223,3.5,3.5,20,144,0.1388888888888889
34,adult,educational-num,34,37,60,8,1,6,-1,0.027027027027027032,0.02702702702702703,4.5,5.25,19,130,0.14615384615384616
35,adult,educational-num,35,44,67,6,1,8,-1,0.02272727272727272,0.022727272727272724,4.5,4.75,29,136,0.21323529411764705
36,adult,educational-num,36,35,64,6,1,4,-1,0.028571428571428577,0.028571428571428567,6.0,6.0,23,130,0.17692307692307693
37,adult,educational-num,37,36,54,8,1,7,-1,0.02777777777777779,0.027777777777777773,4.5,5.5,27,110,0.24545454545454545
38,adult,educational-num,38,38,56,7,1,9,-1,0.02631578947368421,0.02631578947368421,5.0,5.25,21,116,0.1810344827586207
39,adult,educational-num,39,35,48,6,1,5,-1,0.02857142857142857,0.02857142857142857,4.0,4.285714285714286,20,98,0.20408163265306123
40,adult,educational-num,40,31,48,5,1,12,-1,0.03225806451612904,0.032258064516129024,4.0,5.714285714285714,16,100,0.16
41,adult,educational-num,41,39,61,7,1,14,-1,0.02564102564102564,0.025641025641025637,4.0,4.142857142857143,15,124,0.12096774193548387
42,adult,educational-num,42,39,67,6,1,6,-1,0.02564102564102564,0.025641025641025647,5.0,5.75,24,138,0.17391304347826086
43,adult,educational-num,43,35,60,5,1,5,-1,0.02857142857142857,0.02857142857142857,4.5,5.25,20,122,0.16393442622950818
44,adult,educational-num,44,36,62,7,1,8,-1,0.027777777777777783,0.027777777777777776,4.5,4.875,26,130,0.2
45,adult,educational-num,45,36,54,7,1,10,-1,0.027777777777777776,0.027777777777777776,4.5,4.75,19,112,0.16964285714285715
46,adult,educational-num,46,41,63,7,1,11,-1,0.024390243902439022,0.024390243902439022,4.5,4.875,26,130,0.2
47,adult,educational-num,47,35,49,7,1,6,-1,0.028571428571428577,0.028571428571428567,4.0,5.142857142857143,22,100,0.22
48,adult,educational-num,48,35,56,8,1,12,-1,0.028571428571428577,0.02857142857142857,4.5,4.75,28,120,0.23333333333333334
49,adult,educational-num,49,42,60,8,1,10,-1,0.023809523809523808,0.023809523809523815,4.5,5.375,32,124,0.25806451612903225
50,adult,educational-num,50,36,55,7,1,12,-1,0.027777777777777773,0.027777777777777776,4.0,4.428571428571429,22,114,0.19298245614035087
51,adult,educational-num,51,39,55,9,1,20,-1,0.025641025641025637,0.02564102564102564,4.0,4.8,22,114,0.19298245614035087
52,adult,educational-num,52,32,51,5,1,9,-1,0.03125,0.03125,4.5,5.0,17,104,0.16346153846153846
53,adult,educational-num,53,40,68,6,1,6,-1,0.025,0.024999999999999994,4.5,4.75,25,140,0.17857142857142858
54,adult,educational-num,54,41,59,6,1,4,-1,0.02439024390243903,0.024390243902439022,4.5,5.5,31,122,0.2540983606557377
55,adult,educational-num,55,43,70,8,1,12,-1,0.023255813953488372,0.023255813953488372,5.5,6.1,25,144,0.1736111111111111
56,adult,educational-num,56,33,60,6,1,3,-1,0.030303030303030304,0.0303030303030303,4.5,4.75,21,122,0.1721311475409836
57,adult,educational-num,57,34,52,7,1,13,-1,0.029411764705882353,0.029411764705882353,4.5,4.75,20,106,0.18867924528301888
58,adult,educational-num,58,29,45,5,1,9,-1,0.034482758620689655,0.034482758620689655,4.0,4.571428571428571,19,102,0.18627450980392157
59,adult,educational-num,59,36,60,6,1,10,-1,0.027777777777777776,0.027777777777777776,5.0,5.777777777777778,22,122,0.18032786885245902
60,adult,educational-num,60,43,62,7,1,13,-1,0.023255813953488372,0.023255813953488372,4.5,4.625,27,126,0.21428571428571427
61,adult,educational-num,61,34,56,7,1,5,-1,0.029411764705882353,0.02941176470588236,5.0,5.444444444444445,28,114,0.24561403508771928
62,adult,educational-num,62,31,56,5,1,3,-1,0.03225806451612903,0.032258064516129024,4.0,4.571428571428571,16,120,0.13333333333333333
63,adult,educational-num,63,37,50,9,1,11,-1,0.027027027027027032,0.027027027027027025,4.0,4.285714285714286,21,104,0.20192307692307693
64,adult,educational-num,64,38,62,6,1,7,-1,0.02631578947368421,0.026315789473684216,5.0,5.666666666666667,24,134,0.1791044776119403
65,adult,educational-num,65,31,41,6,1,19,-1,0.032258064516129024,0.03225806451612903,3.0,4.4,17,88,0.19318181818181818
66,adult,educational-num,66,41,70,6,1,9,-1,0.024390243902439025,0.024390243902439022,5.0,5.666666666666667,24,148,0.16216216216216217
67,adult,educational-num,67,35,51,9,1,11,-1,0.028571428571428567,0.02857142857142857,3.5,3.8333333333333335,26,108,0.24074074074074073
68,adult,educational-num,68,39,64,8,1,10,-1,0.025641025641025637,0.02564102564102564,6.0,6.2727272727272725,27,134,0.20149253731343283
69,adult,educational-num,69,35,56,6,1,4,-1,0.02857142857142857,0.02857142857142857,4.0,4.428571428571429,17,114,0.14912280701754385
70,adult,educational-num,70,32,51,6,1,6,-1,0.03125,0.03125,5.0,5.857142857142857,20,108,0.18518518518518517
71,adult,educational-num,71,41,59,9,1,11,-1,0.02439024390243903,0.024390243902439025,4.5,4.75,29,120,0.24166666666666667
72,adult,educational-num,72,42,59,6,1,14,-1,0.023809523809523808,0.023809523809523815,4.0,5.857142857142857,29,124,0.23387096774193547
73,adult,educational-num,73,30,51,7,1,9,-1,0.03333333333333334,0.03333333333333333,4.5,5.75,16,106,0.1509433962264151
74,adult,educational-num,74,30,56,6,1,3,-1,0.03333333333333333,0.033333333333333326,4.5,4.75,29,114,0.2543859649122807
75,adult,educational-num,75,34,60,6,1,3,-1,0.029411764705882353,0.029411764705882353,4.0,4.428571428571429,30,124,0.24193548387096775
76,adult,educational-num,76,34,52,6,1,5,-1,0.029411764705882346,0.029411764705882353,4.5,5.0,16,106,0.1509433962264151
77,adult,educational-num,77,35,50,7,1,13,-1,0.028571428571428577,0.02857142857142857,4.5,4.75,23,102,0.22549019607843138
78,adult,educational-num,78,41,68,6,1,12,-1,0.024390243902439022,0.024390243902439025,4.5,4.75,23,140,0.16428571428571428
79,adult,educational-num,79,45,65,9,1,25,-1,0.022222222222222227,0.022222222222222223,4.0,5.0,16,134,0.11940298507462686
80,adult,educational-num,80,41,60,8,1,18,-1,0.024390243902439025,0.024390243902439025,4.5,5.125,21,122,0.1721311475409836
81,adult,educational-num,81,37,61,6,1,2,-1,0.02702702702702703,0.027027027027027025,4.0,4.857142857142857,27,124,0.21774193548387097
82,adult,educational-num,82,34,51,8,1,9,-1,0.029411764705882353,0.029411764705882353,4.5,4.875,26,104,0.25
83,adult,educational-num,83,38,51,8,1,8,-1,0.02631578947368421,0.026315789473684216,4.0,4.857142857142857,29,112,0.25892857142857145
84,adult,educational-num,84,33,50,8,1,18,-1,0.030303030303030304,0.030303030303030304,4.5,5.25,21,106,0.19811320754716982
85,adult,educational-num,85,34,56,7,1,6,-1,0.02941176470588235,0.029411764705882353,5.0,5.125,23,114,0.20175438596491227
86,adult,educational-num,86,42,57,9,1,18,-1,0.023809523809523808,0.023809523809523808,4.5,4.625,26,120,0.21666666666666667
87,adult,educational-num,87,38,48,10,1,21,-1,0.02631578947368421,0.026315789473684216,3.5,3.8333333333333335,23,100,0.23
88,adult,educational-num,88,43,63,7,1,3,-1,0.02325581395348837,0.02325581395348837,4.0,4.428571428571429,34,132,0.25757575757575757
89,adult,educational-num,89,41,64,8,1,6,-1,0.024390243902439025,0.02439024390243902,4.5,4.625,23,130,0.17692307692307693
90,adult,educational-num,90,29,49,8,1,8,-1,0.034482758620689655,0.034482758620689655,5.0,5.857142857142857,24,102,0.23529411764705882
91,adult,educational-num,91,31,48,7,1,8,-1,0.03225806451612904,0.03225806451612904,4.0,4.428571428571429,30,98,0.30612244897959184
92,adult,educational-num,92,46,77,6,1,10,-1,0.021739130434782605,0.021739130434782615,5.0,5.111111111111111,28,156,0.1794871794871795
93,adult,educational-num,93,42,65,8,1,10,-1,0.023809523809523805,0.023809523809523815,4.5,5.5,23,138,0.16666666666666666
94,adult,educational-num,94,44,68,8,1,11,-1,0.022727272727272724,0.022727272727272728,4.0,4.714285714285714,30,142,0.2112676056338028
95,adult,educational-num,95,42,60,8,1,8,-1,0.023809523809523808,0.023809523809523808,3.5,4.333333333333333,27,124,0.21774193548387097
96,adult,educational-num,96,40,63,7,1,11,-1,0.024999999999999998,0.024999999999999998,4.0,4.428571428571429,31,130,0.23846153846153847
97,adult,educational-num,97,41,66,6,1,12,-1,0.024390243902439022,0.024390243902439025,4.5,5.375,27,134,0.20149253731343283
98,adult,educational-num,98,32,52,7,1,10,-1,0.03125,0.031249999999999997,5.0,5.5,25,110,0.22727272727272727
99,adult,educational-num,99,41,71,6,1,6,-1,0.024390243902439025,0.024390243902439025,4.5,5.375,34,146,0.2328767123287671
,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
0,adult,marital-status,0,32,51,6,1,6,-1,0.03125,0.03125,5.0,5.333333333333333,20,106,0.18867924528301888
1,adult,marital-status,1,33,50,7,1,12,-1,0.030303030303030304,0.030303030303030304,4.0,6.0,18,106,0.16981132075471697
2,adult,marital-status,2,35,53,6,1,6,-1,0.028571428571428567,0.028571428571428567,4.0,4.857142857142857,23,110,0.20909090909090908
3,adult,marital-status,3,35,58,6,1,7,-1,0.02857142857142857,0.02857142857142857,5.0,5.0,24,122,0.19672131147540983
4,adult,marital-status,4,42,64,9,1,12,-1,0.023809523809523805,0.023809523809523808,4.5,5.625,25,130,0.19230769230769232
5,adult,marital-status,5,35,52,6,1,4,-1,0.028571428571428564,0.02857142857142857,4.5,4.75,23,106,0.2169811320754717
6,adult,marital-status,6,35,56,7,1,9,-1,0.02857142857142857,0.028571428571428577,5.0,5.625,21,120,0.175
7,adult,marital-status,7,35,57,6,1,13,-1,0.028571428571428567,0.028571428571428577,5.0,5.25,19,118,0.16101694915254236
8,adult,marital-status,8,36,59,5,1,5,-1,0.027777777777777783,0.027777777777777776,5.0,5.25,20,124,0.16129032258064516
9,adult,marital-status,9,37,62,6,1,6,-1,0.027027027027027025,0.02702702702702703,4.5,4.875,16,128,0.125
10,adult,marital-status,10,40,60,7,1,12,-1,0.025,0.025,5.0,5.333333333333333,19,126,0.15079365079365079
11,adult,marital-status,11,43,69,6,1,7,-1,0.023255813953488365,0.023255813953488372,5.0,5.444444444444445,29,144,0.2013888888888889
12,adult,marital-status,12,37,52,10,1,6,-1,0.02702702702702703,0.02702702702702703,4.0,4.0,24,108,0.2222222222222222
13,adult,marital-status,13,40,61,7,1,9,-1,0.024999999999999998,0.025,4.5,5.125,19,124,0.1532258064516129
14,adult,marital-status,14,32,48,10,1,15,-1,0.03125,0.03125,4.5,4.5,15,100,0.15
15,adult,marital-status,15,38,58,6,1,5,-1,0.02631578947368421,0.026315789473684206,4.5,4.625,22,120,0.18333333333333332
16,adult,marital-status,16,41,63,6,1,8,-1,0.024390243902439025,0.02439024390243902,4.0,4.714285714285714,25,130,0.19230769230769232
17,adult,marital-status,17,42,56,9,1,11,-1,0.023809523809523808,0.023809523809523808,4.5,4.75,23,114,0.20175438596491227
18,adult,marital-status,18,37,59,10,1,10,-1,0.02702702702702703,0.02702702702702703,4.0,5.714285714285714,18,122,0.14754098360655737
19,adult,marital-status,19,34,52,7,1,7,-1,0.02941176470588235,0.02941176470588235,4.5,4.5,23,112,0.20535714285714285
20,adult,marital-status,20,42,63,9,1,14,-1,0.023809523809523808,0.023809523809523808,4.5,5.25,26,130,0.2
21,adult,marital-status,21,31,51,5,1,4,-1,0.03225806451612903,0.03225806451612903,5.0,5.555555555555555,19,106,0.1792452830188679
22,adult,marital-status,22,38,63,6,1,8,-1,0.02631578947368421,0.02631578947368421,4.5,4.625,20,130,0.15384615384615385
23,adult,marital-status,23,40,61,8,1,7,-1,0.024999999999999998,0.024999999999999998,4.0,4.142857142857143,23,126,0.18253968253968253
24,adult,marital-status,24,37,59,7,1,9,-1,0.02702702702702703,0.027027027027027025,5.0,5.111111111111111,18,124,0.14516129032258066
25,adult,marital-status,25,40,60,6,1,11,-1,0.025,0.025,4.0,5.428571428571429,19,124,0.1532258064516129
26,adult,marital-status,26,34,54,6,1,6,-1,0.029411764705882353,0.029411764705882353,4.0,4.428571428571429,15,110,0.13636363636363635
27,adult,marital-status,27,42,59,6,1,13,-1,0.023809523809523808,0.023809523809523808,4.0,4.142857142857143,24,124,0.1935483870967742
28,adult,marital-status,28,41,66,6,1,13,-1,0.024390243902439025,0.024390243902439025,5.0,5.0,23,136,0.16911764705882354
29,adult,marital-status,29,33,54,6,1,11,-1,0.030303030303030304,0.030303030303030297,4.0,4.571428571428571,21,110,0.19090909090909092
30,adult,marital-status,30,37,60,6,1,12,-1,0.02702702702702703,0.02702702702702703,4.0,5.857142857142857,21,124,0.1693548387096774
31,adult,marital-status,31,35,57,7,1,8,-1,0.02857142857142857,0.02857142857142857,4.5,5.375,19,118,0.16101694915254236
32,adult,marital-status,32,38,56,7,1,9,-1,0.026315789473684216,0.02631578947368421,4.5,4.5,22,116,0.1896551724137931
33,adult,marital-status,33,36,59,6,1,7,-1,0.027777777777777776,0.027777777777777776,4.0,4.428571428571429,20,122,0.16393442622950818
34,adult,marital-status,34,33,58,6,1,4,-1,0.030303030303030304,0.030303030303030304,5.0,5.0,17,128,0.1328125
35,adult,marital-status,35,34,50,7,1,11,-1,0.029411764705882353,0.029411764705882353,4.0,4.428571428571429,19,108,0.17592592592592593
36,adult,marital-status,36,33,56,7,1,7,-1,0.0303030303030303,0.030303030303030304,4.0,5.571428571428571,21,118,0.17796610169491525
37,adult,marital-status,37,40,65,7,1,14,-1,0.024999999999999998,0.025,5.0,6.222222222222222,17,134,0.12686567164179105
38,adult,marital-status,38,31,53,5,1,7,-1,0.032258064516129024,0.03225806451612903,4.0,5.428571428571429,15,108,0.1388888888888889
39,adult,marital-status,39,28,48,5,1,2,-1,0.03571428571428572,0.03571428571428571,5.0,5.0,18,102,0.17647058823529413
40,adult,marital-status,40,34,59,6,1,7,-1,0.02941176470588235,0.029411764705882353,4.5,5.375,14,126,0.1111111111111111
41,adult,marital-status,41,41,61,7,1,9,-1,0.02439024390243902,0.024390243902439025,4.5,4.625,21,126,0.16666666666666666
42,adult,marital-status,42,41,68,7,1,8,-1,0.024390243902439022,0.024390243902439022,4.5,4.5,20,140,0.14285714285714285
43,adult,marital-status,43,35,58,6,1,4,-1,0.028571428571428577,0.02857142857142857,4.0,4.0,16,118,0.13559322033898305
44,adult,marital-status,44,38,58,8,1,17,-1,0.026315789473684202,0.02631578947368421,4.0,4.0,20,124,0.16129032258064516
45,adult,marital-status,45,38,60,7,1,16,-1,0.026315789473684216,0.026315789473684206,4.0,4.714285714285714,25,122,0.20491803278688525
46,adult,marital-status,46,37,63,5,1,3,-1,0.027027027027027025,0.02702702702702703,5.0,5.444444444444445,19,128,0.1484375
47,adult,marital-status,47,41,68,6,1,4,-1,0.02439024390243902,0.02439024390243903,5.0,5.333333333333333,23,142,0.1619718309859155
48,adult,marital-status,48,33,52,6,1,5,-1,0.0303030303030303,0.030303030303030304,4.5,5.375,16,108,0.14814814814814814
49,adult,marital-status,49,36,60,6,1,5,-1,0.027777777777777783,0.027777777777777783,5.5,5.75,21,122,0.1721311475409836
50,adult,marital-status,50,37,62,6,1,4,-1,0.02702702702702703,0.02702702702702703,4.5,5.0,28,128,0.21875
51,adult,marital-status,51,34,54,6,1,11,-1,0.029411764705882353,0.029411764705882353,5.0,5.0,20,112,0.17857142857142858
52,adult,marital-status,52,40,64,7,1,9,-1,0.024999999999999998,0.025,4.0,5.714285714285714,25,134,0.1865671641791045
53,adult,marital-status,53,34,57,6,1,11,-1,0.029411764705882353,0.02941176470588235,4.5,4.5,21,116,0.1810344827586207
54,adult,marital-status,54,36,64,5,1,6,-1,0.027777777777777776,0.027777777777777776,5.0,5.75,16,132,0.12121212121212122
55,adult,marital-status,55,34,57,5,1,7,-1,0.029411764705882346,0.029411764705882353,5.0,5.555555555555555,17,120,0.14166666666666666
56,adult,marital-status,56,41,57,7,1,20,-1,0.024390243902439025,0.024390243902439025,5.0,5.142857142857143,23,118,0.19491525423728814
57,adult,marital-status,57,35,52,7,1,13,-1,0.028571428571428564,0.02857142857142857,4.5,4.625,15,108,0.1388888888888889
58,adult,marital-status,58,40,60,6,1,19,-1,0.025,0.025,4.5,5.875,21,124,0.1693548387096774
59,adult,marital-status,59,38,71,6,1,4,-1,0.026315789473684206,0.02631578947368421,5.5,5.8,19,148,0.12837837837837837
60,adult,marital-status,60,37,58,7,1,9,-1,0.02702702702702703,0.02702702702702702,4.5,4.875,23,118,0.19491525423728814
61,adult,marital-status,61,34,60,6,1,4,-1,0.029411764705882353,0.029411764705882353,4.5,5.875,19,122,0.1557377049180328
62,adult,marital-status,62,38,66,6,1,7,-1,0.026315789473684206,0.02631578947368421,4.5,4.5,21,134,0.15671641791044777
63,adult,marital-status,63,38,57,12,1,15,-1,0.02631578947368421,0.02631578947368421,4.5,5.25,18,118,0.15254237288135594
64,adult,marital-status,64,37,55,8,1,8,-1,0.02702702702702703,0.027027027027027025,5.0,5.222222222222222,21,114,0.18421052631578946
65,adult,marital-status,65,33,55,7,1,11,-1,0.030303030303030304,0.0303030303030303,4.0,5.285714285714286,18,118,0.15254237288135594
66,adult,marital-status,66,42,60,7,1,7,-1,0.023809523809523808,0.023809523809523808,4.0,4.0,27,126,0.21428571428571427
67,adult,marital-status,67,35,59,5,1,4,-1,0.02857142857142857,0.028571428571428567,4.5,5.5,22,122,0.18032786885245902
68,adult,marital-status,68,43,70,7,1,11,-1,0.02325581395348838,0.023255813953488372,4.5,6.375,23,146,0.15753424657534246
69,adult,marital-status,69,32,48,9,1,18,-1,0.03125,0.03125,4.0,5.0,13,104,0.125
70,adult,marital-status,70,39,55,11,1,7,-1,0.02564102564102564,0.02564102564102564,3.5,3.8333333333333335,35,116,0.3017241379310345
71,adult,marital-status,71,38,63,7,1,10,-1,0.02631578947368421,0.02631578947368421,4.5,5.625,17,128,0.1328125
72,adult,marital-status,72,32,52,6,1,9,-1,0.03125,0.03125,4.0,4.571428571428571,20,112,0.17857142857142858
73,adult,marital-status,73,36,57,6,1,3,-1,0.027777777777777776,0.02777777777777777,4.5,4.875,18,126,0.14285714285714285
74,adult,marital-status,74,39,63,6,1,4,-1,0.02564102564102564,0.02564102564102564,5.0,5.714285714285714,25,128,0.1953125
75,adult,marital-status,75,31,54,5,1,6,-1,0.03225806451612904,0.03225806451612903,5.0,5.666666666666667,18,112,0.16071428571428573
76,adult,marital-status,76,47,74,7,1,6,-1,0.021276595744680857,0.02127659574468085,4.5,5.375,25,150,0.16666666666666666
77,adult,marital-status,77,39,66,7,1,18,-1,0.02564102564102564,0.025641025641025647,5.5,5.9,20,134,0.14925373134328357
78,adult,marital-status,78,38,54,7,1,8,-1,0.02631578947368421,0.02631578947368421,3.5,4.166666666666667,21,112,0.1875
79,adult,marital-status,79,35,52,7,1,4,-1,0.02857142857142857,0.02857142857142857,4.5,5.0,20,108,0.18518518518518517
80,adult,marital-status,80,33,58,6,1,3,-1,0.030303030303030304,0.03030303030303031,5.0,6.222222222222222,23,120,0.19166666666666668
81,adult,marital-status,81,38,56,6,1,8,-1,0.026315789473684206,0.026315789473684216,3.5,4.0,17,114,0.14912280701754385
82,adult,marital-status,82,43,66,7,1,7,-1,0.023255813953488372,0.023255813953488372,5.0,5.0,27,136,0.19852941176470587
83,adult,marital-status,83,28,51,5,1,4,-1,0.03571428571428571,0.03571428571428571,5.0,5.222222222222222,17,106,0.16037735849056603
84,adult,marital-status,84,39,57,8,1,9,-1,0.02564102564102564,0.025641025641025637,4.0,4.714285714285714,28,116,0.2413793103448276
85,adult,marital-status,85,38,54,8,1,6,-1,0.02631578947368421,0.02631578947368421,4.5,5.0,26,112,0.23214285714285715
86,adult,marital-status,86,33,57,7,1,7,-1,0.030303030303030304,0.030303030303030304,5.0,5.444444444444445,19,118,0.16101694915254236
87,adult,marital-status,87,38,58,7,1,5,-1,0.02631578947368421,0.026315789473684216,4.5,4.75,20,120,0.16666666666666666
88,adult,marital-status,88,28,49,5,1,6,-1,0.03571428571428571,0.03571428571428571,4.5,5.125,16,102,0.1568627450980392
89,adult,marital-status,89,35,56,6,1,4,-1,0.02857142857142857,0.02857142857142857,4.5,5.375,15,114,0.13157894736842105
90,adult,marital-status,90,42,74,7,1,9,-1,0.023809523809523805,0.023809523809523808,6.0,6.0,22,152,0.14473684210526316
91,adult,marital-status,91,29,41,9,1,9,-1,0.03448275862068965,0.034482758620689655,3.5,3.8333333333333335,20,88,0.22727272727272727
92,adult,marital-status,92,36,60,6,1,10,-1,0.027777777777777776,0.027777777777777776,5.0,5.444444444444445,22,126,0.1746031746031746
93,adult,marital-status,93,40,67,6,1,2,-1,0.025,0.025,4.5,5.333333333333333,24,136,0.17647058823529413
94,adult,marital-status,94,40,65,6,1,5,-1,0.025,0.024999999999999994,4.5,5.125,19,132,0.14393939393939395
95,adult,marital-status,95,32,56,5,1,11,-1,0.03125,0.03125,5.0,5.444444444444445,16,116,0.13793103448275862
96,adult,marital-status,96,36,56,6,1,8,-1,0.027777777777777783,0.027777777777777776,4.5,5.125,20,114,0.17543859649122806
97,adult,marital-status,97,43,66,7,1,10,-1,0.02325581395348837,0.02325581395348837,4.5,4.75,15,136,0.11029411764705882
98,adult,marital-status,98,34,55,7,1,5,-1,0.029411764705882353,0.02941176470588236,4.5,5.0,20,120,0.16666666666666666
99,adult,marital-status,99,38,64,6,1,4,-1,0.02631578947368421,0.02631578947368421,5.0,5.444444444444445,32,136,0.23529411764705882
,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
0,adult,occupation,0,54,91,7,1,11,-1,0.01851851851851852,0.018518518518518517,4.5,5.625,36,184,0.1956521739130435
1,adult,occupation,1,50,93,7,1,4,-1,0.020000000000000004,0.020000000000000004,5.5,6.0,30,192,0.15625
2,adult,occupation,2,43,76,6,1,10,-1,0.023255813953488372,0.023255813953488372,6.0,6.7272727272727275,19,154,0.12337662337662338
3,adult,occupation,3,48,102,6,1,8,-1,0.020833333333333332,0.020833333333333332,5.5,6.1,27,212,0.12735849056603774
4,adult,occupation,4,46,86,7,1,6,-1,0.021739130434782615,0.021739130434782615,5.0,5.666666666666667,27,184,0.14673913043478262
5,adult,occupation,5,47,96,5,1,5,-1,0.02127659574468085,0.021276595744680847,6.5,6.916666666666667,25,200,0.125
6,adult,occupation,6,53,90,8,1,9,-1,0.018867924528301886,0.018867924528301886,5.5,5.9,26,186,0.13978494623655913
7,adult,occupation,7,46,88,7,1,4,-1,0.021739130434782608,0.021739130434782615,5.0,5.555555555555555,23,188,0.12234042553191489
8,adult,occupation,8,48,110,6,1,4,-1,0.020833333333333332,0.020833333333333332,6.5,7.0,32,226,0.1415929203539823
9,adult,occupation,9,45,94,5,1,2,-1,0.02222222222222222,0.02222222222222222,6.0,6.444444444444445,22,194,0.1134020618556701
10,adult,occupation,10,50,87,7,1,7,-1,0.02,0.019999999999999997,4.5,5.875,23,182,0.12637362637362637
11,adult,occupation,11,50,100,5,1,7,-1,0.02,0.020000000000000004,5.5,5.6,22,208,0.10576923076923077
12,adult,occupation,12,50,106,6,1,9,-1,0.019999999999999997,0.020000000000000004,7.0,7.75,27,216,0.125
13,adult,occupation,13,43,79,6,1,4,-1,0.02325581395348837,0.02325581395348838,5.5,5.8,25,164,0.1524390243902439
14,adult,occupation,14,46,88,6,1,5,-1,0.021739130434782605,0.021739130434782608,6.0,6.444444444444445,21,180,0.11666666666666667
15,adult,occupation,15,50,102,5,1,4,-1,0.019999999999999997,0.019999999999999997,6.0,6.6,28,214,0.1308411214953271
16,adult,occupation,16,48,103,5,1,6,-1,0.020833333333333332,0.020833333333333332,7.0,7.5,17,216,0.0787037037037037
17,adult,occupation,17,44,93,5,1,4,-1,0.02272727272727273,0.02272727272727273,5.0,5.0,23,200,0.115
18,adult,occupation,18,42,87,6,1,5,-1,0.023809523809523808,0.023809523809523808,6.0,6.636363636363637,29,182,0.15934065934065933
19,adult,occupation,19,50,100,6,1,5,-1,0.02,0.02,6.5,7.25,26,208,0.125
20,adult,occupation,20,53,102,5,1,4,-1,0.018867924528301886,0.018867924528301883,6.5,6.5,24,212,0.11320754716981132
21,adult,occupation,21,50,99,7,1,9,-1,0.02,0.020000000000000007,6.0,6.7272727272727275,26,204,0.12745098039215685
22,adult,occupation,22,50,98,6,1,8,-1,0.019999999999999997,0.02,5.0,5.0,36,204,0.17647058823529413
23,adult,occupation,23,52,107,5,1,2,-1,0.01923076923076923,0.019230769230769235,6.0,6.818181818181818,36,218,0.1651376146788991
24,adult,occupation,24,49,98,6,1,10,-1,0.020408163265306128,0.02040816326530612,6.5,6.916666666666667,31,202,0.15346534653465346
25,adult,occupation,25,51,100,7,1,10,-1,0.0196078431372549,0.0196078431372549,6.0,6.545454545454546,25,206,0.12135922330097088
26,adult,occupation,26,45,81,6,1,8,-1,0.02222222222222222,0.022222222222222223,5.0,5.777777777777778,31,168,0.18452380952380953
27,adult,occupation,27,53,91,7,1,11,-1,0.018867924528301883,0.018867924528301886,5.0,5.0,26,186,0.13978494623655913
28,adult,occupation,28,43,89,6,1,5,-1,0.02325581395348838,0.02325581395348837,5.0,5.222222222222222,28,184,0.15217391304347827
29,adult,occupation,29,47,87,6,1,5,-1,0.02127659574468085,0.02127659574468086,4.5,5.5,20,180,0.1111111111111111
30,adult,occupation,30,51,107,7,1,6,-1,0.019607843137254898,0.019607843137254898,6.0,6.909090909090909,30,220,0.13636363636363635
31,adult,occupation,31,51,94,7,1,3,-1,0.0196078431372549,0.019607843137254898,5.5,5.9,26,192,0.13541666666666666
32,adult,occupation,32,45,88,5,1,10,-1,0.02222222222222222,0.022222222222222223,5.5,5.6,24,186,0.12903225806451613
33,adult,occupation,33,54,95,6,1,5,-1,0.018518518518518517,0.018518518518518517,5.0,6.0,34,194,0.17525773195876287
34,adult,occupation,34,46,111,5,1,6,-1,0.021739130434782615,0.021739130434782615,6.0,6.545454545454546,26,228,0.11403508771929824
